Kind,Name,File,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
File,AExecutionConditionClass.java,platform-tests\src\test\java\org\junit\platform\commons\util\classes\AExecutionConditionClass.java,1,1,,,,,1,,10
File,ATestExecutionListenerClass.java,platform-tests\src\test\java\org\junit\platform\commons\util\classes\ATestExecutionListenerClass.java,0,0,,,,,0,,4
File,AVanillaEmpty.java,platform-tests\src\test\java\org\junit\platform\commons\util\classes\AVanillaEmpty.java,0,0,,,,,0,,3
File,AbortOnFailureLauncherDiscoveryListener.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\listeners\discovery\AbortOnFailureLauncherDiscoveryListener.java,9,2,,,,,4,,43
File,AbortOnFailureLauncherDiscoveryListenerTests.java,platform-tests\src\test\java\org\junit\platform\launcher\listeners\discovery\AbortOnFailureLauncherDiscoveryListenerTests.java,9,1,,,,,5,,74
File,AbstractAnnotatedDescriptorWrapper.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\discovery\AbstractAnnotatedDescriptorWrapper.java,7,1,,,,,7,,37
File,AbstractApiReportWriter.java,documentation\src\tools\java\org\junit\api\tools\AbstractApiReportWriter.java,10,1,,,,,13,,57
File,AbstractClassNameFilter.java,junit-platform-engine\src\main\java\org\junit\platform\engine\discovery\AbstractClassNameFilter.java,3,1,,,,,3,,24
File,AbstractEqualsAndHashCodeTests.java,platform-tests\src\test\java\org\junit\platform\AbstractEqualsAndHashCodeTests.java,1,1,,,,,1,,20
File,AbstractExecutableInvokerTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\execution\AbstractExecutableInvokerTests.java,7,1,,,,,7,,62
File,AbstractExecutionConditionTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\condition\AbstractExecutionConditionTests.java,13,1,,,,,11,,71
File,AbstractExtensionContext.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\descriptor\AbstractExtensionContext.java,22,1,,,,,17,,124
File,AbstractJUnit3TestCase.java,junit-vintage-engine\src\testFixtures\java\org\junit\vintage\engine\samples\junit3\AbstractJUnit3TestCase.java,1,1,,,,,1,,8
File,AbstractJUnit4TestCase.java,junit-vintage-engine\src\testFixtures\java\org\junit\vintage\engine\samples\junit4\AbstractJUnit4TestCase.java,1,1,,,,,1,,7
File,AbstractJunit4TestCaseWithConstructorParameter.java,junit-vintage-engine\src\testFixtures\java\org\junit\vintage\engine\samples\junit4\AbstractJunit4TestCaseWithConstructorParameter.java,2,1,,,,,2,,9
File,AbstractJupiterTestEngineTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\AbstractJupiterTestEngineTests.java,8,1,,,,,7,,43
File,AbstractLauncherDiscoveryListenerTests.java,platform-tests\src\test\java\org\junit\platform\launcher\listeners\discovery\AbstractLauncherDiscoveryListenerTests.java,6,1,,,,,4,,32
File,AbstractNonGenericTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\bridge\AbstractNonGenericTests.java,6,1,,,,,6,,39
File,AbstractNumberTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\bridge\AbstractNumberTests.java,1,1,,,,,1,,14
File,AbstractOrderingVisitor.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\discovery\AbstractOrderingVisitor.java,20,1,,,,,9,,113
File,AbstractOsBasedExecutionCondition.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\condition\AbstractOsBasedExecutionCondition.java,8,1,,,,,5,,41
File,AbstractRepeatableAnnotationCondition.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\condition\AbstractRepeatableAnnotationCondition.java,6,1,,,,,5,,41
File,AbstractSuite.java,platform-tests\src\test\java\org\junit\platform\suite\engine\testsuites\AbstractSuite.java,0,0,,,,,0,,8
File,AbstractTestDescriptor.java,junit-platform-engine\src\main\java\org\junit\platform\engine\support\descriptor\AbstractTestDescriptor.java,21,1,,,,,16,,107
File,AbstractTestDescriptorTests.java,platform-tests\src\test\java\org\junit\platform\engine\support\descriptor\AbstractTestDescriptorTests.java,23,1,,,,,14,,135
File,AbstractTestRuleAdapter.java,junit-jupiter-migrationsupport\src\main\java\org\junit\jupiter\migrationsupport\rules\adapter\AbstractTestRuleAdapter.java,5,1,,,,,3,,29
File,AbstractTestRuleAdapterTests.java,jupiter-tests\src\test\java\org\junit\jupiter\migrationsupport\rules\AbstractTestRuleAdapterTests.java,8,1,,,,,7,,52
File,AbstractTestRuleAnnotatedMember.java,junit-jupiter-migrationsupport\src\main\java\org\junit\jupiter\migrationsupport\rules\member\AbstractTestRuleAnnotatedMember.java,2,1,,,,,2,,12
File,AbstractTestSourceTests.java,platform-tests\src\test\java\org\junit\platform\engine\support\descriptor\AbstractTestSourceTests.java,11,1,,,,,7,,56
File,AdditionalDiscoverySelectors.java,junit-platform-suite-commons\src\main\java\org\junit\platform\suite\commons\AdditionalDiscoverySelectors.java,14,1,,,,,10,,84
File,AfterAll.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AfterAll.java,0,0,,,,,0,,14
File,AfterAllCallback.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\AfterAllCallback.java,0,0,,,,,1,,8
File,AfterEach.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AfterEach.java,0,0,,,,,0,,14
File,AfterEachCallback.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\AfterEachCallback.java,0,0,,,,,1,,8
File,AfterEachMethodAdapter.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\execution\AfterEachMethodAdapter.java,0,0,,,,,1,,12
File,AfterSuite.java,junit-platform-suite-api\src\main\java\org\junit\platform\suite\api\AfterSuite.java,0,0,,,,,0,,14
File,AfterTestExecutionCallback.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\AfterTestExecutionCallback.java,0,0,,,,,1,,8
File,AggregateWith.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\aggregator\AggregateWith.java,0,0,,,,,1,,15
File,AggregatorIntegrationTests.java,jupiter-tests\src\test\java\org\junit\jupiter\params\aggregator\AggregatorIntegrationTests.java,40,1,,,,,37,,328
File,AlwaysDisabledCondition.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\extension\sub\AlwaysDisabledCondition.java,1,1,,,,,1,,10
File,AnnotatedElementContext.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\AnnotatedElementContext.java,3,1,,,,,4,,21
File,AnnotationBasedArgumentConverter.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\converter\AnnotationBasedArgumentConverter.java,3,1,,,,,4,,25
File,AnnotationBasedArgumentsProvider.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\AnnotationBasedArgumentsProvider.java,4,1,,,,,4,,27
File,AnnotationBasedArgumentsProviderTests.java,jupiter-tests\src\test\java\org\junit\jupiter\params\provider\AnnotationBasedArgumentsProviderTests.java,5,1,,,,,4,,51
File,AnnotationConsumer.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\support\AnnotationConsumer.java,0,0,,,,,0,,9
File,AnnotationConsumerInitializer.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\support\AnnotationConsumerInitializer.java,17,1,,,,,9,,89
File,AnnotationConsumerInitializerTests.java,jupiter-tests\src\test\java\org\junit\jupiter\params\support\AnnotationConsumerInitializerTests.java,18,1,,,,,13,,122
File,AnnotationSupport.java,junit-platform-commons\src\main\java\org\junit\platform\commons\support\AnnotationSupport.java,20,1,,,,,17,,112
File,AnnotationSupportTests.java,platform-tests\src\test\java\org\junit\platform\commons\support\AnnotationSupportTests.java,60,1,,,,,21,,255
File,AnnotationUtils.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\AnnotationUtils.java,63,2,,,,,22,,259
File,AnnotationUtilsTests.java,platform-tests\src\test\java\org\junit\platform\commons\util\AnnotationUtilsTests.java,99,1,,,,,91,,771
File,AnotherAlwaysDisabledCondition.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\extension\sub\AnotherAlwaysDisabledCondition.java,0,0,,,,,0,,3
File,AnotherUnusedTestExecutionListener.java,platform-tests\src\test\java\org\junit\platform\launcher\listeners\AnotherUnusedTestExecutionListener.java,1,1,,,,,1,,10
File,AnsiColorOptionMixin.java,junit-platform-console\src\main\java\org\junit\platform\console\options\AnsiColorOptionMixin.java,4,1,,,,,3,,26
File,ApiReport.java,documentation\src\tools\java\org\junit\api\tools\ApiReport.java,1,1,,,,,1,,8
File,ApiReportGenerator.java,documentation\src\tools\java\org\junit\api\tools\ApiReportGenerator.java,26,1,,,,,7,,116
File,ApiReportWriter.java,documentation\src\tools\java\org\junit\api\tools\ApiReportWriter.java,0,0,,,,,2,,8
File,ArgumentAccessException.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\aggregator\ArgumentAccessException.java,2,1,,,,,2,,14
File,ArgumentConversionException.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\converter\ArgumentConversionException.java,2,1,,,,,2,,14
File,ArgumentConverter.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\converter\ArgumentConverter.java,0,0,,,,,1,,8
File,Arguments.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\Arguments.java,8,1,,,,,8,,42
File,ArgumentsAccessor.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\aggregator\ArgumentsAccessor.java,0,0,,,,,15,,22
File,ArgumentsAggregationException.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\aggregator\ArgumentsAggregationException.java,2,1,,,,,2,,14
File,ArgumentsAggregator.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\aggregator\ArgumentsAggregator.java,0,0,,,,,1,,9
File,ArgumentsProvider.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\ArgumentsProvider.java,0,0,,,,,1,,9
File,ArgumentsSource.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\ArgumentsSource.java,0,0,,,,,1,,17
File,ArgumentsSources.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\ArgumentsSources.java,0,0,,,,,1,,15
File,ArgumentsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\params\provider\ArgumentsTests.java,4,1,,,,,4,,30
File,ArgumentsUtils.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\ArgumentsUtils.java,5,3,,,,,2,,19
File,AsciidocApiReportWriter.java,documentation\src\tools\java\org\junit\api\tools\AsciidocApiReportWriter.java,8,1,,,,,8,,42
File,AssertAll.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertAll.java,10,1,,,,,7,,56
File,AssertAllAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertAllAssertionsTests.java,57,1,,,,,18,,164
File,AssertArrayEquals.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertArrayEquals.java,101,1,,,,,52,,348
File,AssertArrayEqualsAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertArrayEqualsAssertionsTests.java,343,1,,,,,122,,1797
File,AssertDoesNotThrow.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertDoesNotThrow.java,14,1,,,,,11,,58
File,AssertDoesNotThrowAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertDoesNotThrowAssertionsTests.java,60,1,,,,,25,,243
File,AssertEquals.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertEquals.java,52,1,,,,,32,,147
File,AssertEqualsAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertEqualsAssertionsTests.java,149,1,,,,,59,,648
File,AssertFalse.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertFalse.java,10,1,,,,,8,,37
File,AssertFalseAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertFalseAssertionsTests.java,26,1,,,,,9,,83
File,AssertInstanceOf.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertInstanceOf.java,8,1,,,,,5,,27
File,AssertInstanceOfAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertInstanceOfAssertionsTests.java,18,1,,,,,12,,74
File,AssertIterableEquals.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertIterableEquals.java,28,1,,,,,17,,143
File,AssertIterableEqualsAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertIterableEqualsAssertionsTests.java,73,1,,,,,31,,412
File,AssertLinesMatch.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertLinesMatch.java,39,2,,,,,15,,170
File,AssertLinesMatchAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertLinesMatchAssertionsTests.java,75,1,,,,,29,,280
File,AssertNotEquals.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertNotEquals.java,52,1,,,,,32,,146
File,AssertNotEqualsAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertNotEqualsAssertionsTests.java,131,1,,,,,56,,650
File,AssertNotNull.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertNotNull.java,7,1,,,,,5,,26
File,AssertNotNullAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertNotNullAssertionsTests.java,9,1,,,,,4,,42
File,AssertNotSame.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertNotSame.java,7,1,,,,,5,,26
File,AssertNotSameAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertNotSameAssertionsTests.java,13,1,,,,,7,,61
File,AssertNull.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertNull.java,7,1,,,,,5,,27
File,AssertNullAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertNullAssertionsTests.java,26,1,,,,,12,,115
File,AssertSame.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertSame.java,7,1,,,,,5,,27
File,AssertSameAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertSameAssertionsTests.java,15,1,,,,,7,,90
File,AssertThrows.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertThrows.java,7,1,,,,,5,,47
File,AssertThrowsAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertThrowsAssertionsTests.java,42,1,,,,,17,,215
File,AssertThrowsExactly.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertThrowsExactly.java,7,1,,,,,5,,47
File,AssertThrowsExactlyAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertThrowsExactlyAssertionsTests.java,50,1,,,,,20,,252
File,AssertTimeout.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertTimeout.java,12,1,,,,,8,,55
File,AssertTimeoutAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertTimeoutAssertionsTests.java,41,1,,,,,13,,120
File,AssertTimeoutPreemptively.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertTimeoutPreemptively.java,22,1,,,,,12,,114
File,AssertTimeoutPreemptivelyAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertTimeoutPreemptivelyAssertionsTests.java,63,1,,,,,20,,199
File,AssertTrue.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertTrue.java,10,1,,,,,8,,37
File,AssertTrueAssertionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertTrueAssertionsTests.java,26,1,,,,,9,,83
File,AssertionBenchmarks.java,platform-tests\src\jmh\java\org\junit\jupiter\jmh\AssertionBenchmarks.java,11,1,,,,,7,,34
File,AssertionFailureBuilder.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionFailureBuilder.java,31,1,,,,,17,,106
File,AssertionTestUtils.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssertionTestUtils.java,21,1,,,,,12,,71
File,AssertionUtils.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AssertionUtils.java,24,1,,,,,17,,78
File,Assertions.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\Assertions.java,292,1,,,,,293,,1040
File,Assertions.java,junit-platform-testkit\src\main\java\org\junit\platform\testkit\engine\Assertions.java,12,1,,,,,8,,58
File,Assumptions.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\Assumptions.java,26,1,,,,,19,,89
File,AssumptionsTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\AssumptionsTests.java,76,1,,,,,29,,186
File,AtypicalJvmMethodNameTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\AtypicalJvmMethodNameTests.java,5,1,,,,,1,,24
File,AutoClose.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\AutoClose.java,0,0,,,,,1,,15
File,AutoCloseExtension.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\extension\AutoCloseExtension.java,19,1,,,,,7,,75
File,AutoCloseTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\extension\AutoCloseTests.java,66,1,,,,,45,,533
File,BExecutionConditionClass.java,platform-tests\src\test\java\org\junit\platform\commons\util\classes\BExecutionConditionClass.java,1,1,,,,,1,,10
File,BTestExecutionListenerClass.java,platform-tests\src\test\java\org\junit\platform\commons\util\classes\BTestExecutionListenerClass.java,0,0,,,,,0,,4
File,BVanillaEmpty.java,platform-tests\src\test\java\org\junit\platform\commons\util\classes\BVanillaEmpty.java,0,0,,,,,0,,3
File,BannerOptionMixin.java,junit-platform-console\src\main\java\org\junit\platform\console\options\BannerOptionMixin.java,1,1,,,,,1,,11
File,BaseCommand.java,junit-platform-console\src\main\java\org\junit\platform\console\options\BaseCommand.java,13,1,,,,,9,,81
File,BeforeAll.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\BeforeAll.java,0,0,,,,,0,,14
File,BeforeAllAndAfterAllComposedAnnotationTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\BeforeAllAndAfterAllComposedAnnotationTests.java,5,1,,,,,4,,39
File,BeforeAllCallback.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\BeforeAllCallback.java,0,0,,,,,1,,8
File,BeforeAndAfterAllTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\extension\BeforeAndAfterAllTests.java,41,1,,,,,39,,283
File,BeforeAndAfterEachTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\extension\BeforeAndAfterEachTests.java,43,1,,,,,42,,376
File,BeforeAndAfterSuiteTests.java,platform-tests\src\test\java\org\junit\platform\suite\engine\BeforeAndAfterSuiteTests.java,18,1,,,,,11,,177
File,BeforeAndAfterTestExecutionCallbackTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\extension\BeforeAndAfterTestExecutionCallbackTests.java,37,1,,,,,37,,337
File,BeforeEach.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\BeforeEach.java,0,0,,,,,0,,14
File,BeforeEachAndAfterEachComposedAnnotationTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\BeforeEachAndAfterEachComposedAnnotationTests.java,5,1,,,,,4,,39
File,BeforeEachCallback.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\BeforeEachCallback.java,0,0,,,,,1,,8
File,BeforeEachMethodAdapter.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\execution\BeforeEachMethodAdapter.java,0,0,,,,,1,,12
File,BeforeSuite.java,junit-platform-suite-api\src\main\java\org\junit\platform\suite\api\BeforeSuite.java,0,0,,,,,0,,14
File,BeforeTestExecutionCallback.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\BeforeTestExecutionCallback.java,0,0,,,,,1,,8
File,BlacklistedExceptions.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\BlacklistedExceptions.java,2,1,,,,,2,,13
File,BooleanExecutionCondition.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\condition\BooleanExecutionCondition.java,5,1,,,,,4,,34
File,BridgeMethodTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\bridge\BridgeMethodTests.java,18,1,,,,,6,,76
File,CachingJupiterConfiguration.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\config\CachingJupiterConfiguration.java,25,1,,,,,14,,93
File,CachingJupiterConfigurationTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\config\CachingJupiterConfigurationTests.java,11,1,,,,,10,,99
File,Categories.java,junit-vintage-engine\src\testFixtures\java\org\junit\vintage\engine\samples\junit4\Categories.java,0,0,,,,,0,,13
File,ChildWithBridgeMethods.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\bridge\ChildWithBridgeMethods.java,3,1,,,,,3,,18
File,ChildWithoutBridgeMethods.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\bridge\ChildWithoutBridgeMethods.java,3,1,,,,,3,,18
File,Class1WithTestCases.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\descriptor\subpackage\Class1WithTestCases.java,1,1,,,,,1,,7
File,Class2WithTestCases.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\descriptor\subpackage\Class2WithTestCases.java,1,1,,,,,1,,7
File,ClassBasedTestDescriptor.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\descriptor\ClassBasedTestDescriptor.java,87,1,,,,,36,,386
File,ClassContainerSelectorResolver.java,junit-platform-engine\src\main\java\org\junit\platform\engine\support\discovery\ClassContainerSelectorResolver.java,6,1,,,,,5,,39
File,ClassDescriptor.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\ClassDescriptor.java,0,0,,,,,5,,14
File,ClassExtensionContext.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\descriptor\ClassExtensionContext.java,11,1,,,,,11,,68
File,ClassFilter.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\ClassFilter.java,7,1,,,,,6,,29
File,ClassLevelDir.java,platform-tests\src\test\java\org\junit\platform\commons\util\pkg1\ClassLevelDir.java,0,0,,,,,0,,9
File,ClassLoaderUtils.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\ClassLoaderUtils.java,13,3,,,,,4,,57
File,ClassLoaderUtilsTests.java,platform-tests\src\test\java\org\junit\platform\commons\util\ClassLoaderUtilsTests.java,12,1,,,,,10,,88
File,ClassNameFilter.java,junit-platform-engine\src\main\java\org\junit\platform\engine\discovery\ClassNameFilter.java,2,1,,,,,2,,14
File,ClassNameFilterTests.java,platform-tests\src\test\java\org\junit\platform\engine\discovery\ClassNameFilterTests.java,12,1,,,,,6,,109
File,ClassNamePatternFilterUtils.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\ClassNamePatternFilterUtils.java,14,1,,,,,7,,51
File,ClassNamePatternFilterUtilsTests.java,platform-tests\src\test\java\org\junit\platform\commons\util\ClassNamePatternFilterUtilsTests.java,8,1,,,,,8,,128
File,ClassOrderer.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\ClassOrderer.java,11,1,,,,,10,,59
File,ClassOrdererContext.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\ClassOrdererContext.java,0,0,,,,,2,,10
File,ClassOrderingVisitor.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\discovery\ClassOrderingVisitor.java,13,1,,,,,6,,60
File,ClassSelector.java,junit-platform-engine\src\main\java\org\junit\platform\engine\discovery\ClassSelector.java,17,1,,,,,12,,87
File,ClassSelectorResolver.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\discovery\ClassSelectorResolver.java,32,1,,,,,9,,130
File,ClassSelectorResolver.java,junit-platform-suite-engine\src\main\java\org\junit\platform\suite\engine\ClassSelectorResolver.java,21,1,,,,,8,,92
File,ClassSelectorResolver.java,junit-vintage-engine\src\main\java\org\junit\vintage\engine\discovery\ClassSelectorResolver.java,12,1,,,,,5,,56
File,ClassSelectorTests.java,platform-tests\src\test\java\org\junit\platform\engine\discovery\ClassSelectorTests.java,3,1,,,,,3,,27
File,ClassSource.java,junit-platform-engine\src\main\java\org\junit\platform\engine\support\descriptor\ClassSource.java,21,1,,,,,15,,96
File,ClassSourceTests.java,platform-tests\src\test\java\org\junit\platform\engine\support\descriptor\ClassSourceTests.java,24,1,,,,,15,,132
File,ClassSupport.java,junit-platform-commons\src\main\java\org\junit\platform\commons\support\ClassSupport.java,3,1,,,,,3,,16
File,ClassSupportTests.java,platform-tests\src\test\java\org\junit\platform\commons\support\ClassSupportTests.java,4,1,,,,,2,,23
File,ClassTestDescriptor.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\descriptor\ClassTestDescriptor.java,6,1,,,,,5,,45
File,ClassUtils.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\ClassUtils.java,8,1,,,,,4,,24
File,ClassUtilsTests.java,platform-tests\src\test\java\org\junit\platform\commons\util\ClassUtilsTests.java,2,1,,,,,2,,23
File,ClassWithStaticInnerTestCases.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\descriptor\subpackage\ClassWithStaticInnerTestCases.java,2,1,,,,,2,,15
File,ClassWithoutTestCases.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\descriptor\subpackage\ClassWithoutTestCases.java,0,0,,,,,0,,3
File,ClasspathEntriesConverter.java,junit-platform-console\src\main\java\org\junit\platform\console\options\ClasspathEntriesConverter.java,1,1,,,,,1,,14
File,ClasspathFileVisitor.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\ClasspathFileVisitor.java,8,1,,,,,4,,41
File,ClasspathFilters.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\ClasspathFilters.java,7,1,,,,,5,,23
File,ClasspathResource.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\ClasspathResource.java,7,1,,,,,5,,33
File,ClasspathResourceSelector.java,junit-platform-engine\src\main\java\org\junit\platform\engine\discovery\ClasspathResourceSelector.java,15,1,,,,,10,,79
File,ClasspathResourceSelectorTests.java,platform-tests\src\test\java\org\junit\platform\engine\discovery\ClasspathResourceSelectorTests.java,2,1,,,,,2,,19
File,ClasspathResourceSource.java,junit-platform-engine\src\main\java\org\junit\platform\engine\support\descriptor\ClasspathResourceSource.java,14,1,,,,,10,,70
File,ClasspathResourceSourceTests.java,platform-tests\src\test\java\org\junit\platform\engine\support\descriptor\ClasspathResourceSourceTests.java,14,1,,,,,9,,81
File,ClasspathRootSelector.java,junit-platform-engine\src\main\java\org\junit\platform\engine\discovery\ClasspathRootSelector.java,11,1,,,,,9,,65
File,ClasspathRootSelectorTests.java,platform-tests\src\test\java\org\junit\platform\engine\discovery\ClasspathRootSelectorTests.java,1,1,,,,,1,,13
File,ClasspathScanner.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\ClasspathScanner.java,54,1,,,,,26,,256
File,ClasspathScannerTests.java,platform-tests\src\test\java\org\junit\platform\commons\util\ClasspathScannerTests.java,101,1,,,,,52,,485
File,ClasspathScanningSupport.java,junit-platform-engine\src\main\java\org\junit\platform\engine\support\filter\ClasspathScanningSupport.java,3,1,,,,,3,,30
File,CleanupMode.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\io\CleanupMode.java,0,0,,,,,2,,10
File,CloseablePath.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\CloseablePath.java,24,1,,,,,11,,103
File,CloseablePathTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\extension\CloseablePathTests.java,26,1,,,,,20,,241
File,CloseablePathTests.java,platform-tests\src\test\java\org\junit\platform\commons\util\CloseablePathTests.java,14,1,,,,,7,,93
