Kind,Name,File,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
Private Static Method,org.junit.platform.engine.support.hierarchical.ExclusiveResource.globalKeyFirst,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ExclusiveResource.java,2,,,,,,,1,3
Lambda Method,org.junit.platform.engine.support.hierarchical.ExclusiveResource.globalKeyFirst.(lambda_expr_1),junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ExclusiveResource.java,1,,,,,,,1,1
Public Method,org.junit.platform.engine.support.hierarchical.ExclusiveResource.hashCode,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ExclusiveResource.java,2,,,,,,,1,8
Public Method,org.junit.platform.engine.support.hierarchical.ExclusiveResource.toString,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ExclusiveResource.java,1,,,,,,,1,4
Public Class,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,5,1,1,0,0,19,5,,114
Static Class,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.BaseTestCase,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,0,0,1,0,2,1,0,,3
Public Static Class,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.ClassLevelTestCase,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,3,1,1,0,0,5,3,,16
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.ClassLevelTestCase.canSetCustomPropertyToApple,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.ClassLevelTestCase.canSetCustomPropertyToBanana,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.ClassLevelTestCase.customPropertyIsNotSetByDefault,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Static Class,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.Isolated2TestCase,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,0,0,3,0,0,0,0,,2
Public Static Class,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.IsolatedTestCase,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,1,2,0,1,4,1,,8
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.IsolatedTestCase.test,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Public Static Class,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.NonIsolatedTestCase,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,2,1,2,0,0,6,2,,19
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.NonIsolatedTestCase.otherThread,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,7
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.NonIsolatedTestCase.sameThread,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,6
Public Static Class,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.SharedResourceTestCase,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,3,1,1,0,0,5,3,,15
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.SharedResourceTestCase.canSetCustomPropertyToApple,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.SharedResourceTestCase.canSetCustomPropertyToBanana,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.SharedResourceTestCase.customPropertyIsNotSetByDefault,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Static Class,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.StartFinishLogger,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,4,1,1,0,0,3,4,,21
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.StartFinishLogger.afterAll,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.StartFinishLogger.afterTestExecution,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,5
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.StartFinishLogger.beforeAll,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.StartFinishLogger.beforeTestExecution,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,5
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.forkJoinExecutionDoesNotLeadToDeadLock,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Private Static Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.log,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,3
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.multiLevelLocks,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.nestedResourceLocksShouldStillWork,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,4
Private Static Method,org.junit.platform.engine.support.hierarchical.ForkJoinDeadLockTests.run,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinDeadLockTests.java,1,,,,,,,1,12
Public Class,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,32,1,1,88,0,31,17,,204
Class,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ExclusiveTask,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,9,1,2,33,0,13,6,,45
Constructor,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ExclusiveTask.ExclusiveTask,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,3
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ExclusiveTask.exec,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,3,,,,,,,3,22
Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ExclusiveTask.execSync,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,7
Public Final Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ExclusiveTask.getRawResult,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,3
Protected Final Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ExclusiveTask.setRawResult,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,2
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ExclusiveTask.toString,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,4
Public Constructor,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ForkJoinPoolHierarchicalTestExecutorService,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,3
Public Constructor,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ForkJoinPoolHierarchicalTestExecutorService,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,4
Constructor,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ForkJoinPoolHierarchicalTestExecutorService,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,7
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ForkJoinPoolHierarchicalTestExecutorService.(lambda_expr_1),junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,1
Interface,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.TaskEventListener,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,0,0,0,0,0,1,1,,5
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.TaskEventListener.(lambda_expr_1),junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,0,,,,,,,0,2
Abstract Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.TaskEventListener.deferred,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,0,,,,,,,0,1
Static Class,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ThreadLock,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,4,1,1,50,0,7,3,,18
Interface,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ThreadLock.NestedResourceLock,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,0,0,2,0,0,1,1,,4
Abstract Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ThreadLock.NestedResourceLock.close,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,0,,,,,,,0,2
Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ThreadLock.addDeferredTask,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,3
Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ThreadLock.areAllHeldLocksCompatibleWith,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,3
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ThreadLock.areAllHeldLocksCompatibleWith.(lambda_expr_1),junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,1
Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.ThreadLock.withNesting,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,4
Static Class,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.WorkerThread,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,1,2,0,0,2,1,,6
Constructor,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.WorkerThread.WorkerThread,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,4
Static Class,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.WorkerThreadFactory,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,1,1,0,0,5,1,,7
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.WorkerThreadFactory.newThread,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,4
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.close,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,4
Private Static Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.createConfiguration,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,5
Private Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.createForkJoinPool,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,8
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.createForkJoinPool.(lambda_expr_1),junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,1
Private Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.executeSync,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,5
Private Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.forkConcurrentTasks,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,4,,,,,,,1,16
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.invokeAll,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,14
Private Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.isAlreadyRunningInForkJoinPool,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,3
Private Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.joinConcurrentTasksInReverseOrderToEnableWorkStealing,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,7
Private Static Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.requiresGlobalReadWriteLock,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,3
Private Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.resubmitDeferredTasks,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,3,,,,,,,1,9
Private Static Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.sinceJava7ConstructorInvocation,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,4
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.sinceJava7ConstructorInvocation.(lambda_expr_1),junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,1
Private Static Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.sinceJava9Constructor,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,6
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.sinceJava9Constructor.(lambda_expr_1),junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,3
Private Static Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.sinceJava9ConstructorInvocation,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,6
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.sinceJava9ConstructorInvocation.(lambda_expr_1),junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,2,,,,,,,1,3
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.sinceJava9ConstructorInvocation.(lambda_expr_1).(lambda_expr_2),junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,1,,,,,,,1,3
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorService.submit,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorService.java,3,,,,,,,3,12
Class,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,24,1,1,60,0,32,10,,257
Static Final Class,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.DummyTaskFactory,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,3,1,1,50,0,6,2,,12
Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.DummyTaskFactory.create,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,2,,,,,,,1,4
Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.DummyTaskFactory.create,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,5
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.DummyTaskFactory.create.(lambda_expr_1),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,2
Static Final Class,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.DummyTestTask,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,6,1,1,67,0,9,5,,38
Constructor,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.DummyTestTask.DummyTestTask,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,5
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.DummyTestTask.execute,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,2,,,,,,,1,13
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.DummyTestTask.getExecutionMode,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,4
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.DummyTestTask.getResourceLock,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,4
Public Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.DummyTestTask.toString,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,4
Private Static Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.await,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,2,,,,,,,1,8
Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.canWorkStealTaskWithCompatibleLocks,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,2,,,,,,,1,15
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.canWorkStealTaskWithCompatibleLocks.(lambda_expr_1),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,1
Static Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.compatibleLockCombinations,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,34
Private Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.createNestedTaskWithTwoConcurrentLeafTasks,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,2,,,,,,,1,18
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.createNestedTaskWithTwoConcurrentLeafTasks.(lambda_expr_1),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,3,,,,,,,1,14
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.createNestedTaskWithTwoConcurrentLeafTasks.(lambda_expr_1).(lambda_expr_2),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,2,,,,,,,1,6
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.createNestedTaskWithTwoConcurrentLeafTasks.(lambda_expr_1).(lambda_expr_2).(lambda_expr_3),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,1
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.createNestedTaskWithTwoConcurrentLeafTasks.(lambda_expr_1).(lambda_expr_4),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,4
Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.defersTasksWithIncompatibleLocks,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,3,,,,,,,1,19
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.defersTasksWithIncompatibleLocks.(lambda_expr_1),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,4
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.defersTasksWithIncompatibleLocks.(lambda_expr_2),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,1
Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.defersTasksWithIncompatibleLocksOnMultipleLevels,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,6,,,,,,,1,40
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.defersTasksWithIncompatibleLocksOnMultipleLevels.(lambda_expr_1),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,4
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.defersTasksWithIncompatibleLocksOnMultipleLevels.(lambda_expr_2),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,1
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.defersTasksWithIncompatibleLocksOnMultipleLevels.(lambda_expr_3),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,3,,,,,,,1,12
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.defersTasksWithIncompatibleLocksOnMultipleLevels.(lambda_expr_3).(lambda_expr_4),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,1
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.defersTasksWithIncompatibleLocksOnMultipleLevels.(lambda_expr_3).(lambda_expr_5),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,4
Lambda Method,org.junit.platform.engine.support.hierarchical.ForkJoinPoolHierarchicalTestExecutorServiceTests.defersTasksWithIncompatibleLocksOnMultipleLevels.(lambda_expr_6),platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\ForkJoinPoolHierarchicalTestExecutorServiceTests.java,1,,,,,,,1,1
